stem,variant,system,dataset,sample_i,cta_active_pct
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,122,49.868800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,123,45.568000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,124,60.064000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,125,42.496000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,126,52.019200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,127,42.086400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,128,46.752000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,129,44.339200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,130,52.281600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,131,48.844800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,132,46.342400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,133,56.729600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,134,46.796800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,135,53.043200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,136,41.881600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,137,48.025600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,138,40.198400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,139,50.848000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,140,44.953600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,141,58.777600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,142,59.596800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,143,54.227200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,144,45.932800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,145,46.240000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,146,57.811200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,147,47.776000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,148,47.718400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,149,37.068800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,150,66.969600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,151,46.694400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,152,39.731200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,153,45.113600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,154,43.929600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,155,44.544000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,156,45.977600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,157,58.060800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,158,37.273600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,159,50.176000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,160,47.411200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,161,62.931200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,162,41.267200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,163,49.926400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,164,41.427200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,165,54.886400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,166,54.476800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,167,53.920000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,168,44.134400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,169,52.121600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,170,47.923200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,171,53.203200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,172,64.876800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,173,43.520000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,174,45.977600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,175,57.446400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,176,54.784000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,177,49.721600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,178,56.729600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,179,39.833600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,180,44.441600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,181,41.529600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,182,42.144000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,183,46.342400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,184,53.305600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,185,42.700800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,186,47.616000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,187,52.281600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,188,48.025600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,189,42.700800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,190,43.520000
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,191,56.582400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,192,49.049600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,193,53.350400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,194,45.158400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,195,51.097600
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,196,57.446400
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,197,48.083200
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,198,43.212800
cta_quiver_sift1b_q2_ef45_pw1,cta,Quiver,sift1b,199,48.640000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,0,75.980800
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,1,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,2,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,3,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,4,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,5,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,6,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,7,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,8,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,9,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,10,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,11,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,12,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,13,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,14,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,15,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,16,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,17,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,18,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,19,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,20,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,21,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,22,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,23,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,24,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,25,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,26,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,27,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,28,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,29,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,30,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,31,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,32,96.211200
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,33,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,34,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,35,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,36,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,37,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,38,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,39,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,40,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,41,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,42,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,43,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,44,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,45,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,46,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,47,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,48,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,49,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,50,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,51,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,52,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,53,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,54,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,55,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,56,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,57,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,58,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,59,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,60,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,61,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,62,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,63,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,64,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,65,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,66,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,67,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,68,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,69,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,70,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,71,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,72,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,73,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,74,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,75,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,76,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,77,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,78,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,79,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,80,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,81,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,82,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,83,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,84,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,85,93.958400
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,86,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,87,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,88,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,89,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,90,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,91,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,92,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,93,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,94,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,95,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,96,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,97,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,98,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,99,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,100,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,101,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,102,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,103,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,104,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,105,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,106,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,107,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,108,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,109,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,110,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,111,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,112,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,113,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,114,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,115,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,116,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,117,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,118,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,119,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,120,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,121,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,122,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,123,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,124,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,125,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,126,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,127,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,128,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,129,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,130,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,131,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,132,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,133,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,134,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,135,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,136,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,137,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,138,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,139,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,140,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,141,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,142,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,143,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,144,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,145,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,146,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,147,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,148,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,149,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,150,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,151,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,152,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,153,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,154,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,155,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,156,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,157,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,158,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,159,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,160,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,161,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,162,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,163,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,164,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,165,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,166,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,167,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,168,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,169,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,170,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,171,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,172,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,173,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,174,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,175,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,176,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,177,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,178,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,179,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,180,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,181,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,182,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,183,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,184,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,185,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,186,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,187,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,188,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,189,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,190,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,191,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,192,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,193,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,194,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,195,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,196,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,197,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,198,100.000000
cta_quiver_sift1b_q4_ef45_pw1,cta,Quiver,sift1b,199,69.222400
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,0,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,1,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,2,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,3,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,4,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,5,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,6,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,7,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,8,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,9,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,10,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,11,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,12,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,13,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,14,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,15,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,16,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,17,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,18,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,19,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,20,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,21,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,22,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,23,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,24,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,25,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,26,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,27,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,28,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,29,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,30,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,31,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,32,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,33,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,34,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,35,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,36,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,37,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,38,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,39,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,40,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,41,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,42,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,43,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,44,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,45,100.000000
cta_quiver_sift1b_q6_ef45_pw1,cta,Quiver,sift1b,46,100.000000
