stem,variant,system,dataset,sample_id,hop,wait_us,compute_us
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,32,125.952000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,33,236.544000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,34,205.824000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,35,161.792000,41.984000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,36,176.128000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,37,208.896000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,38,225.280000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,39,200.704000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,40,207.872000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,41,135.168000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,42,260.096000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,43,76.800000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,44,243.712000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,45,176.128000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,46,181.248000,40.960000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,47,114.688000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,12,48,136.192000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,0,108.544000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,1,136.192000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,2,120.832000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,3,116.736000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,4,151.552000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,5,305.152000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,6,166.912000,34.816000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,7,159.744000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,8,146.432000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,9,131.072000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,10,131.072000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,11,184.320000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,12,215.040000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,13,149.504000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,14,128.000000,38.912000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,15,115.712000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,16,199.680000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,17,296.960000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,18,250.880000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,19,137.216000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,20,139.264000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,21,123.904000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,22,181.248000,37.888000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,23,167.936000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,24,138.240000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,25,132.096000,38.912000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,26,151.552000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,27,124.928000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,28,126.976000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,29,95.232000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,30,262.144000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,31,159.744000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,32,128.000000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,33,351.232000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,34,177.152000,34.816000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,35,130.048000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,36,347.136000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,37,183.296000,37.888000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,38,169.984000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,39,110.592000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,40,104.448000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,41,185.344000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,42,521.216000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,43,730.112000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,44,116.736000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,45,168.960000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,13,46,185.344000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,0,115.712000,49.152000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,1,100.352000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,2,303.104000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,3,147.456000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,4,162.816000,36.864000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,5,154.624000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,6,96.256000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,7,101.376000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,8,228.352000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,9,116.736000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,10,121.856000,34.816000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,11,282.624000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,12,152.576000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,13,138.240000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,14,109.568000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,15,248.832000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,16,232.448000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,17,218.112000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,18,223.232000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,19,231.424000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,20,270.336000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,21,99.328000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,22,162.816000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,23,215.040000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,24,147.456000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,25,229.376000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,26,261.120000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,27,173.056000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,28,185.344000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,29,101.376000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,30,164.864000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,31,295.936000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,32,217.088000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,33,199.680000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,34,209.920000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,35,249.856000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,36,286.720000,38.912000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,37,200.704000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,38,218.112000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,39,125.952000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,40,151.552000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,41,585.728000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,42,382.976000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,43,171.008000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,44,160.768000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,14,45,168.960000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,0,111.616000,39.936000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,1,152.576000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,2,146.432000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,3,162.816000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,4,158.720000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,5,137.216000,47.104000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,6,129.024000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,7,139.264000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,8,132.096000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,9,172.032000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,10,161.792000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,11,155.648000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,12,144.384000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,13,117.760000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,14,107.520000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,15,186.368000,35.840000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,16,174.080000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,17,421.888000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,18,415.744000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,19,146.432000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,20,138.240000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,21,167.936000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,22,159.744000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,23,172.032000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,24,166.912000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,25,145.408000,36.864000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,26,138.240000,46.080000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,27,95.232000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,28,167.936000,40.960000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,29,150.528000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,30,223.232000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,31,107.520000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,32,134.144000,34.816000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,33,272.384000,50.176000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,34,112.640000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,35,265.216000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,36,218.112000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,37,206.848000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,38,120.832000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,39,243.712000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,40,104.448000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,41,233.472000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,42,205.824000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,43,258.048000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,44,138.240000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,45,153.600000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,46,147.456000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,47,199.680000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,48,192.512000,39.936000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,49,102.400000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,15,50,95.232000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,0,116.736000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,1,115.712000,39.936000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,2,261.120000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,3,194.560000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,4,195.584000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,5,240.640000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,6,313.344000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,7,151.552000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,8,116.736000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,9,219.136000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,10,197.632000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,11,88.064000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,12,219.136000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,13,91.136000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,14,189.440000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,15,193.536000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,16,248.832000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,17,301.056000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,18,129.024000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,19,137.216000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,20,263.168000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,21,193.536000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,22,200.704000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,23,203.776000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,24,220.160000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,25,210.944000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,26,245.760000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,27,93.184000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,28,144.384000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,29,218.112000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,30,221.184000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,31,133.120000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,32,109.568000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,33,264.192000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,34,231.424000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,35,202.752000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,36,190.464000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,37,233.472000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,38,145.408000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,39,287.744000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,40,125.952000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,41,114.688000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,42,148.480000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,43,142.336000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,44,430.080000,35.840000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,45,421.888000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,46,144.384000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,47,209.920000,37.888000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,48,228.352000,52.224000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,49,140.288000,37.888000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,16,50,102.400000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,0,157.696000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,1,119.808000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,2,254.976000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,3,211.968000,33.792000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,4,224.256000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,5,105.472000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,6,218.112000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,7,121.856000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,8,266.240000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,9,92.160000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,10,116.736000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,11,270.336000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,12,90.112000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,13,133.120000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,14,119.808000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,15,133.120000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,16,123.904000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,17,113.664000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,18,172.032000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,19,248.832000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,20,310.272000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,21,185.344000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,22,118.784000,37.888000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,23,189.440000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,24,382.976000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,25,371.712000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,26,90.112000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,27,91.136000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,28,225.280000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,29,135.168000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,30,295.936000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,31,97.280000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,32,100.352000,34.816000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,33,275.456000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,34,107.520000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,35,248.832000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,36,149.504000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,37,143.360000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,38,126.976000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,39,112.640000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,40,120.832000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,41,114.688000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,42,139.264000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,43,211.968000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,44,180.224000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,45,180.224000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,46,208.896000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,47,215.040000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,48,147.456000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,49,232.448000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,17,50,212.992000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,0,116.736000,35.840000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,1,162.816000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,2,153.600000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,3,156.672000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,4,284.672000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,5,223.232000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,6,219.136000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,7,260.096000,31.744000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,8,117.760000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,9,135.168000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,10,262.144000,26.624000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,11,215.040000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,12,410.624000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,13,529.408000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,14,112.640000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,15,94.208000,30.720000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,16,247.808000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,17,152.576000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,18,148.480000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,19,112.640000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,20,106.496000,22.528000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,21,119.808000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,22,112.640000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,23,144.384000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,24,226.304000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,25,172.032000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,26,182.272000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,27,105.472000,29.696000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,28,176.128000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,29,105.472000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,30,138.240000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,31,285.696000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,32,95.232000,32.768000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,33,118.784000,23.552000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,34,276.480000,21.504000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,35,125.952000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,36,113.664000,18.432000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,37,185.344000,28.672000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,38,177.152000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,39,129.024000,27.648000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,40,118.784000,25.600000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,41,179.200000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,42,168.960000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,43,165.888000,24.576000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,44,294.912000,20.480000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,18,45,199.680000,19.456000
quiver_sift1b_ef45_q2_nb216,,Quiver,sift1b,19,0,106.496000,30.720000
